platform;slug;name;released;background_image;genre
Xbox One;wayfinder-3;Wayfinder;;https://media.rawg.io/media/games/065/065b5279c23897e156cb45ba110f9ee3.jpg;Massively Multiplayer, Adventure, Action
PlayStation 4;wayfinder-3;Wayfinder;;https://media.rawg.io/media/games/065/065b5279c23897e156cb45ba110f9ee3.jpg;Massively Multiplayer, Adventure, Action
Xbox Series S/X;wayfinder-3;Wayfinder;;https://media.rawg.io/media/games/065/065b5279c23897e156cb45ba110f9ee3.jpg;Massively Multiplayer, Adventure, Action
PC;wayward-strand;Wayward Strand;15/09/2022;https://media.rawg.io/media/games/c4e/c4ea4490df1eba99aae17994b8d4c24c.jpg;Indie, Adventure, RPG, Simulation
PlayStation 5;wayward-strand;Wayward Strand;15/09/2022;https://media.rawg.io/media/games/c4e/c4ea4490df1eba99aae17994b8d4c24c.jpg;Indie, Adventure, RPG, Simulation
Xbox One;wayward-strand;Wayward Strand;15/09/2022;https://media.rawg.io/media/games/c4e/c4ea4490df1eba99aae17994b8d4c24c.jpg;Indie, Adventure, RPG, Simulation
PlayStation 4;wayward-strand;Wayward Strand;15/09/2022;https://media.rawg.io/media/games/c4e/c4ea4490df1eba99aae17994b8d4c24c.jpg;Indie, Adventure, RPG, Simulation
Xbox Series S/X;wayward-strand;Wayward Strand;15/09/2022;https://media.rawg.io/media/games/c4e/c4ea4490df1eba99aae17994b8d4c24c.jpg;Indie, Adventure, RPG, Simulation
Nintendo Switch;wayward-strand;Wayward Strand;15/09/2022;https://media.rawg.io/media/games/c4e/c4ea4490df1eba99aae17994b8d4c24c.jpg;Indie, Adventure, RPG, Simulation
PC;we-are-ofk;We Are OFK;18/08/2022;https://media.rawg.io/media/games/c27/c27cbe5c97850a22b35aad317e6de687.jpg;Indie, Adventure
PlayStation 5;we-are-ofk;We Are OFK;18/08/2022;https://media.rawg.io/media/games/c27/c27cbe5c97850a22b35aad317e6de687.jpg;Indie, Adventure
PlayStation 4;we-are-ofk;We Are OFK;18/08/2022;https://media.rawg.io/media/games/c27/c27cbe5c97850a22b35aad317e6de687.jpg;Indie, Adventure
Nintendo Switch;we-are-ofk;We Are OFK;18/08/2022;https://media.rawg.io/media/games/c27/c27cbe5c97850a22b35aad317e6de687.jpg;Indie, Adventure
macOS;we-are-ofk;We Are OFK;18/08/2022;https://media.rawg.io/media/games/c27/c27cbe5c97850a22b35aad317e6de687.jpg;Indie, Adventure
PC;we-are-the-dwarves;We Are The Dwarves;19/02/2016;https://media.rawg.io/media/screenshots/d2c/d2c7c465091722d1c13f8a5ae8f54bcf.jpg;Indie, Adventure, Action, RPG
Xbox One;we-are-the-dwarves;We Are The Dwarves;19/02/2016;https://media.rawg.io/media/screenshots/d2c/d2c7c465091722d1c13f8a5ae8f54bcf.jpg;Indie, Adventure, Action, RPG
PlayStation 4;we-are-the-dwarves;We Are The Dwarves;19/02/2016;https://media.rawg.io/media/screenshots/d2c/d2c7c465091722d1c13f8a5ae8f54bcf.jpg;Indie, Adventure, Action, RPG
macOS;we-are-the-dwarves;We Are The Dwarves;19/02/2016;https://media.rawg.io/media/screenshots/d2c/d2c7c465091722d1c13f8a5ae8f54bcf.jpg;Indie, Adventure, Action, RPG
Linux;we-are-the-dwarves;We Are The Dwarves;19/02/2016;https://media.rawg.io/media/screenshots/d2c/d2c7c465091722d1c13f8a5ae8f54bcf.jpg;Indie, Adventure, Action, RPG
PC;we-happy-few;We Happy Few;09/08/2018;https://media.rawg.io/media/games/537/537974990a025a3edcbe91e408e85fbc.jpg;Indie, Adventure, Action
Xbox One;we-happy-few;We Happy Few;09/08/2018;https://media.rawg.io/media/games/537/537974990a025a3edcbe91e408e85fbc.jpg;Indie, Adventure, Action
PlayStation 4;we-happy-few;We Happy Few;09/08/2018;https://media.rawg.io/media/games/537/537974990a025a3edcbe91e408e85fbc.jpg;Indie, Adventure, Action
