platform;slug;name;released;background_image;genre
PlayStation 4;vampire-the-masquerade-bloodlines-2;Vampire: The Masquerade - Bloodlines 2;2024-11-30;https://media.rawg.io/media/games/fb5/fb5e0fdb1f6bb0e8b5da5d08bb83a5fc.jpg;Action, RPG
Xbox Series S/X;vampire-the-masquerade-bloodlines-2;Vampire: The Masquerade - Bloodlines 2;2024-11-30;https://media.rawg.io/media/games/fb5/fb5e0fdb1f6bb0e8b5da5d08bb83a5fc.jpg;Action, RPG
PC;12-minutes-2;Twelve Minutes;2021-08-19;https://media.rawg.io/media/games/0f8/0f808c8ecd5134e76d0a60570f66e56a.jpg;Indie, Adventure, Action
PlayStation 5;12-minutes-2;Twelve Minutes;2021-08-19;https://media.rawg.io/media/games/0f8/0f808c8ecd5134e76d0a60570f66e56a.jpg;Indie, Adventure, Action
Xbox One;12-minutes-2;Twelve Minutes;2021-08-19;https://media.rawg.io/media/games/0f8/0f808c8ecd5134e76d0a60570f66e56a.jpg;Indie, Adventure, Action
PlayStation 4;12-minutes-2;Twelve Minutes;2021-08-19;https://media.rawg.io/media/games/0f8/0f808c8ecd5134e76d0a60570f66e56a.jpg;Indie, Adventure, Action
Xbox Series S/X;12-minutes-2;Twelve Minutes;2021-08-19;https://media.rawg.io/media/games/0f8/0f808c8ecd5134e76d0a60570f66e56a.jpg;Indie, Adventure, Action
iOS;12-minutes-2;Twelve Minutes;2021-08-19;https://media.rawg.io/media/games/0f8/0f808c8ecd5134e76d0a60570f66e56a.jpg;Indie, Adventure, Action
PC;hellpoint;Hellpoint;2020-07-30;https://media.rawg.io/media/games/a65/a6539d3373835ee27f26abc626b8bc61.jpg;Indie, Adventure, Action, RPG
PlayStation 5;hellpoint;Hellpoint;2020-07-30;https://media.rawg.io/media/games/a65/a6539d3373835ee27f26abc626b8bc61.jpg;Indie, Adventure, Action, RPG
Xbox One;hellpoint;Hellpoint;2020-07-30;https://media.rawg.io/media/games/a65/a6539d3373835ee27f26abc626b8bc61.jpg;Indie, Adventure, Action, RPG
PlayStation 4;hellpoint;Hellpoint;2020-07-30;https://media.rawg.io/media/games/a65/a6539d3373835ee27f26abc626b8bc61.jpg;Indie, Adventure, Action, RPG
Xbox Series S/X;hellpoint;Hellpoint;2020-07-30;https://media.rawg.io/media/games/a65/a6539d3373835ee27f26abc626b8bc61.jpg;Indie, Adventure, Action, RPG
Nintendo Switch;hellpoint;Hellpoint;2020-07-30;https://media.rawg.io/media/games/a65/a6539d3373835ee27f26abc626b8bc61.jpg;Indie, Adventure, Action, RPG
macOS;hellpoint;Hellpoint;2020-07-30;https://media.rawg.io/media/games/a65/a6539d3373835ee27f26abc626b8bc61.jpg;Indie, Adventure, Action, RPG
Linux;hellpoint;Hellpoint;2020-07-30;https://media.rawg.io/media/games/a65/a6539d3373835ee27f26abc626b8bc61.jpg;Indie, Adventure, Action, RPG
PC;battlefield-6;Battlefield 2042;2021-11-12;https://media.rawg.io/media/games/af2/af2b640fa820e8a8135948a4cd399539.jpg;Casual, Shooter, Adventure, Action
PlayStation 5;battlefield-6;Battlefield 2042;2021-11-12;https://media.rawg.io/media/games/af2/af2b640fa820e8a8135948a4cd399539.jpg;Casual, Shooter, Adventure, Action
Xbox One;battlefield-6;Battlefield 2042;2021-11-12;https://media.rawg.io/media/games/af2/af2b640fa820e8a8135948a4cd399539.jpg;Casual, Shooter, Adventure, Action
PlayStation 4;battlefield-6;Battlefield 2042;2021-11-12;https://media.rawg.io/media/games/af2/af2b640fa820e8a8135948a4cd399539.jpg;Casual, Shooter, Adventure, Action
Xbox Series S/X;battlefield-6;Battlefield 2042;2021-11-12;https://media.rawg.io/media/games/af2/af2b640fa820e8a8135948a4cd399539.jpg;Casual, Shooter, Adventure, Action
PC;cult-of-the-lamb;Cult of the Lamb;2022-08-11;https://media.rawg.io/media/games/ab8/ab8217a1fe2ced388a388722734e6d16.jpg;Indie, Strategy, Adventure, Action
PlayStation 5;cult-of-the-lamb;Cult of the Lamb;2022-08-11;https://media.rawg.io/media/games/ab8/ab8217a1fe2ced388a388722734e6d16.jpg;Indie, Strategy, Adventure, Action
Xbox One;cult-of-the-lamb;Cult of the Lamb;2022-08-11;https://media.rawg.io/media/games/ab8/ab8217a1fe2ced388a388722734e6d16.jpg;Indie, Strategy, Adventure, Action
PlayStation 4;cult-of-the-lamb;Cult of the Lamb;2022-08-11;https://media.rawg.io/media/games/ab8/ab8217a1fe2ced388a388722734e6d16.jpg;Indie, Strategy, Adventure, Action
Xbox Series S/X;cult-of-the-lamb;Cult of the Lamb;2022-08-11;https://media.rawg.io/media/games/ab8/ab8217a1fe2ced388a388722734e6d16.jpg;Indie, Strategy, Adventure, Action
Nintendo Switch;cult-of-the-lamb;Cult of the Lamb;2022-08-11;https://media.rawg.io/media/games/ab8/ab8217a1fe2ced388a388722734e6d16.jpg;Indie, Strategy, Adventure, Action
macOS;cult-of-the-lamb;Cult of the Lamb;2022-08-11;https://media.rawg.io/media/games/ab8/ab8217a1fe2ced388a388722734e6d16.jpg;Indie, Strategy, Adventure, Action
PC;overwatch-2;Overwatch 2;2022-10-04;https://media.rawg.io/media/games/95a/95a10817d1fc648cff1153f3fa8ef6c5.jpg;Shooter, Massively Multiplayer, Action
PlayStation 5;overwatch-2;Overwatch 2;2022-10-04;https://media.rawg.io/media/games/95a/95a10817d1fc648cff1153f3fa8ef6c5.jpg;Shooter, Massively Multiplayer, Action
Xbox One;overwatch-2;Overwatch 2;2022-10-04;https://media.rawg.io/media/games/95a/95a10817d1fc648cff1153f3fa8ef6c5.jpg;Shooter, Massively Multiplayer, Action
PlayStation 4;overwatch-2;Overwatch 2;2022-10-04;https://media.rawg.io/media/games/95a/95a10817d1fc648cff1153f3fa8ef6c5.jpg;Shooter, Massively Multiplayer, Action
Xbox Series S/X;overwatch-2;Overwatch 2;2022-10-04;https://media.rawg.io/media/games/95a/95a10817d1fc648cff1153f3fa8ef6c5.jpg;Shooter, Massively Multiplayer, Action
Nintendo Switch;overwatch-2;Overwatch 2;2022-10-04;https://media.rawg.io/media/games/95a/95a10817d1fc648cff1153f3fa8ef6c5.jpg;Shooter, Massively Multiplayer, Action
PC;medium;The Medium;2021-01-28;https://media.rawg.io/media/games/8f5/8f5c25901d96e709ea631599106eda1c.jpg;Adventure, Action
PlayStation 5;medium;The Medium;2021-01-28;https://media.rawg.io/media/games/8f5/8f5c25901d96e709ea631599106eda1c.jpg;Adventure, Action
Xbox One;medium;The Medium;2021-01-28;https://media.rawg.io/media/games/8f5/8f5c25901d96e709ea631599106eda1c.jpg;Adventure, Action
Xbox Series S/X;medium;The Medium;2021-01-28;https://media.rawg.io/media/games/8f5/8f5c25901d96e709ea631599106eda1c.jpg;Adventure, Action
PC;final-fantasy-xiv-a-realm-reborn;FINAL FANTASY XIV: A Realm Reborn;2013-08-27;https://media.rawg.io/media/screenshots/515/515e8cda2f9e3ea1ca2785e99c1a1893.jpg;Massively Multiplayer, RPG
PlayStation 5;final-fantasy-xiv-a-realm-reborn;FINAL FANTASY XIV: A Realm Reborn;2013-08-27;https://media.rawg.io/media/screenshots/515/515e8cda2f9e3ea1ca2785e99c1a1893.jpg;Massively Multiplayer, RPG
PlayStation 4;final-fantasy-xiv-a-realm-reborn;FINAL FANTASY XIV: A Realm Reborn;2013-08-27;https://media.rawg.io/media/screenshots/515/515e8cda2f9e3ea1ca2785e99c1a1893.jpg;Massively Multiplayer, RPG
macOS;final-fantasy-xiv-a-realm-reborn;FINAL FANTASY XIV: A Realm Reborn;2013-08-27;https://media.rawg.io/media/screenshots/515/515e8cda2f9e3ea1ca2785e99c1a1893.jpg;Massively Multiplayer, RPG
PlayStation 3;final-fantasy-xiv-a-realm-reborn;FINAL FANTASY XIV: A Realm Reborn;2013-08-27;https://media.rawg.io/media/screenshots/515/515e8cda2f9e3ea1ca2785e99c1a1893.jpg;Massively Multiplayer, RPG
PC;disco-elysium-final-cut;Disco Elysium: Final Cut;2021-03-30;https://media.rawg.io/media/games/0af/0afe9e8ace196123d8c7cf22172cec63.jpg;Adventure, RPG
PlayStation 5;disco-elysium-final-cut;Disco Elysium: Final Cut;2021-03-30;https://media.rawg.io/media/games/0af/0afe9e8ace196123d8c7cf22172cec63.jpg;Adventure, RPG
Xbox One;disco-elysium-final-cut;Disco Elysium: Final Cut;2021-03-30;https://media.rawg.io/media/games/0af/0afe9e8ace196123d8c7cf22172cec63.jpg;Adventure, RPG
PlayStation 4;disco-elysium-final-cut;Disco Elysium: Final Cut;2021-03-30;https://media.rawg.io/media/games/0af/0afe9e8ace196123d8c7cf22172cec63.jpg;Adventure, RPG
Xbox Series S/X;disco-elysium-final-cut;Disco Elysium: Final Cut;2021-03-30;https://media.rawg.io/media/games/0af/0afe9e8ace196123d8c7cf22172cec63.jpg;Adventure, RPG
Nintendo Switch;disco-elysium-final-cut;Disco Elysium: Final Cut;2021-03-30;https://media.rawg.io/media/games/0af/0afe9e8ace196123d8c7cf22172cec63.jpg;Adventure, RPG
iOS;disco-elysium-final-cut;Disco Elysium: Final Cut;2021-03-30;https://media.rawg.io/media/games/0af/0afe9e8ace196123d8c7cf22172cec63.jpg;Adventure, RPG
macOS;disco-elysium-final-cut;Disco Elysium: Final Cut;2021-03-30;https://media.rawg.io/media/games/0af/0afe9e8ace196123d8c7cf22172cec63.jpg;Adventure, RPG
PC;high-on-life;High on Life;2022-12-13;https://media.rawg.io/media/games/2e7/2e732a02c29c84ca177855848932a5aa.jpg;Shooter, Adventure, Action
PlayStation 5;high-on-life;High on Life;2022-12-13;https://media.rawg.io/media/games/2e7/2e732a02c29c84ca177855848932a5aa.jpg;Shooter, Adventure, Action
PlayStation 4;high-on-life;High on Life;2022-12-13;https://media.rawg.io/media/games/2e7/2e732a02c29c84ca177855848932a5aa.jpg;Shooter, Adventure, Action
Xbox Series S/X;high-on-life;High on Life;2022-12-13;https://media.rawg.io/media/games/2e7/2e732a02c29c84ca177855848932a5aa.jpg;Shooter, Adventure, Action
PC;lego-star-wars-the-sywalker-saga;Lego Star Wars: The Skywalker Saga;2022-04-05;https://media.rawg.io/media/games/292/2926f9fb089ab91a0dac754193b325e5.jpg;Platformer, Adventure, Action
PlayStation 5;lego-star-wars-the-sywalker-saga;Lego Star Wars: The Skywalker Saga;2022-04-05;https://media.rawg.io/media/games/292/2926f9fb089ab91a0dac754193b325e5.jpg;Platformer, Adventure, Action
Xbox One;lego-star-wars-the-sywalker-saga;Lego Star Wars: The Skywalker Saga;2022-04-05;https://media.rawg.io/media/games/292/2926f9fb089ab91a0dac754193b325e5.jpg;Platformer, Adventure, Action
PlayStation 4;lego-star-wars-the-sywalker-saga;Lego Star Wars: The Skywalker Saga;2022-04-05;https://media.rawg.io/media/games/292/2926f9fb089ab91a0dac754193b325e5.jpg;Platformer, Adventure, Action
Xbox Series S/X;lego-star-wars-the-sywalker-saga;Lego Star Wars: The Skywalker Saga;2022-04-05;https://media.rawg.io/media/games/292/2926f9fb089ab91a0dac754193b325e5.jpg;Platformer, Adventure, Action
Nintendo Switch;lego-star-wars-the-sywalker-saga;Lego Star Wars: The Skywalker Saga;2022-04-05;https://media.rawg.io/media/games/292/2926f9fb089ab91a0dac754193b325e5.jpg;Platformer, Adventure, Action
PC;black-book;Black Book;2021-08-10;https://media.rawg.io/media/games/1d6/1d6f294a27ff1b90d4a4a79d42d3f7b2.jpg;Indie, Strategy, Adventure, RPG
PlayStation 5;black-book;Black Book;2021-08-10;https://media.rawg.io/media/games/1d6/1d6f294a27ff1b90d4a4a79d42d3f7b2.jpg;Indie, Strategy, Adventure, RPG
Xbox One;black-book;Black Book;2021-08-10;https://media.rawg.io/media/games/1d6/1d6f294a27ff1b90d4a4a79d42d3f7b2.jpg;Indie, Strategy, Adventure, RPG
PlayStation 4;black-book;Black Book;2021-08-10;https://media.rawg.io/media/games/1d6/1d6f294a27ff1b90d4a4a79d42d3f7b2.jpg;Indie, Strategy, Adventure, RPG
Xbox Series S/X;black-book;Black Book;2021-08-10;https://media.rawg.io/media/games/1d6/1d6f294a27ff1b90d4a4a79d42d3f7b2.jpg;Indie, Strategy, Adventure, RPG
Nintendo Switch;black-book;Black Book;2021-08-10;https://media.rawg.io/media/games/1d6/1d6f294a27ff1b90d4a4a79d42d3f7b2.jpg;Indie, Strategy, Adventure, RPG
macOS;black-book;Black Book;2021-08-10;https://media.rawg.io/media/games/1d6/1d6f294a27ff1b90d4a4a79d42d3f7b2.jpg;Indie, Strategy, Adventure, RPG
PC;ghostwire-tokio;Ghostwire: Tokyo;2022-03-24;https://media.rawg.io/media/games/e85/e851f527ab0658519436342ee73da191.jpg;Action
PlayStation 5;ghostwire-tokio;Ghostwire: Tokyo;2022-03-24;https://media.rawg.io/media/games/e85/e851f527ab0658519436342ee73da191.jpg;Action
Xbox Series S/X;ghostwire-tokio;Ghostwire: Tokyo;2022-03-24;https://media.rawg.io/media/games/e85/e851f527ab0658519436342ee73da191.jpg;Action
PC;grounded-2;Grounded;2022-09-27;https://media.rawg.io/media/games/0d7/0d7b7a687bf665b61337904193c56855.jpg;Indie, Adventure
PlayStation 5;grounded-2;Grounded;2022-09-27;https://media.rawg.io/media/games/0d7/0d7b7a687bf665b61337904193c56855.jpg;Indie, Adventure
Xbox One;grounded-2;Grounded;2022-09-27;https://media.rawg.io/media/games/0d7/0d7b7a687bf665b61337904193c56855.jpg;Indie, Adventure
Xbox Series S/X;grounded-2;Grounded;2022-09-27;https://media.rawg.io/media/games/0d7/0d7b7a687bf665b61337904193c56855.jpg;Indie, Adventure
PC;bloodhunt;Vampire: The Masquerade - Bloodhunt;2021-09-07;https://media.rawg.io/media/games/ba9/ba981ea851b2a85b78d63d9ec53c19e5.jpg;Action
PlayStation 5;bloodhunt;Vampire: The Masquerade - Bloodhunt;2021-09-07;https://media.rawg.io/media/games/ba9/ba981ea851b2a85b78d63d9ec53c19e5.jpg;Action
PC;subnautica-below-zero;Subnautica: Below Zero;2021-05-14;https://media.rawg.io/media/games/437/4377bf00ded8a2ba781aa74d8bff9220.jpg;Indie, Adventure
PlayStation 5;subnautica-below-zero;Subnautica: Below Zero;2021-05-14;https://media.rawg.io/media/games/437/4377bf00ded8a2ba781aa74d8bff9220.jpg;Indie, Adventure
Xbox One;subnautica-below-zero;Subnautica: Below Zero;2021-05-14;https://media.rawg.io/media/games/437/4377bf00ded8a2ba781aa74d8bff9220.jpg;Indie, Adventure
PlayStation 4;subnautica-below-zero;Subnautica: Below Zero;2021-05-14;https://media.rawg.io/media/games/437/4377bf00ded8a2ba781aa74d8bff9220.jpg;Indie, Adventure
Xbox Series S/X;subnautica-below-zero;Subnautica: Below Zero;2021-05-14;https://media.rawg.io/media/games/437/4377bf00ded8a2ba781aa74d8bff9220.jpg;Indie, Adventure
Nintendo Switch;subnautica-below-zero;Subnautica: Below Zero;2021-05-14;https://media.rawg.io/media/games/437/4377bf00ded8a2ba781aa74d8bff9220.jpg;Indie, Adventure
macOS;subnautica-below-zero;Subnautica: Below Zero;2021-05-14;https://media.rawg.io/media/games/437/4377bf00ded8a2ba781aa74d8bff9220.jpg;Indie, Adventure
PC;ratchet-clank-rift-apart;Ratchet & Clank: Rift Apart;2021-06-11;https://media.rawg.io/media/games/ccf/ccfd3fd488a8ed61145a3da96c080131.jpg;Adventure, Action
PlayStation 5;ratchet-clank-rift-apart;Ratchet & Clank: Rift Apart;2021-06-11;https://media.rawg.io/media/games/ccf/ccfd3fd488a8ed61145a3da96c080131.jpg;Adventure, Action
PC;atomic-heart;Atomic Heart;2023-02-21;https://media.rawg.io/media/games/6ee/6ee5cbe30c6b6c299a3288337d40a0f3.jpg;Shooter, Adventure, Action
PlayStation 5;atomic-heart;Atomic Heart;2023-02-21;https://media.rawg.io/media/games/6ee/6ee5cbe30c6b6c299a3288337d40a0f3.jpg;Shooter, Adventure, Action
Xbox One;atomic-heart;Atomic Heart;2023-02-21;https://media.rawg.io/media/games/6ee/6ee5cbe30c6b6c299a3288337d40a0f3.jpg;Shooter, Adventure, Action
PlayStation 4;atomic-heart;Atomic Heart;2023-02-21;https://media.rawg.io/media/games/6ee/6ee5cbe30c6b6c299a3288337d40a0f3.jpg;Shooter, Adventure, Action
Xbox Series S/X;atomic-heart;Atomic Heart;2023-02-21;https://media.rawg.io/media/games/6ee/6ee5cbe30c6b6c299a3288337d40a0f3.jpg;Shooter, Adventure, Action
PC;god-of-war-ragnarok;God of War: Ragnarök;2022-11-09;https://media.rawg.io/media/games/1c3/1c305096502c475c00276c827f0fd697.jpg;Action
PlayStation 5;god-of-war-ragnarok;God of War: Ragnarök;2022-11-09;https://media.rawg.io/media/games/1c3/1c305096502c475c00276c827f0fd697.jpg;Action
PlayStation 4;god-of-war-ragnarok;God of War: Ragnarök;2022-11-09;https://media.rawg.io/media/games/1c3/1c305096502c475c00276c827f0fd697.jpg;Action
PC;mount-blade-ii-bannerlord;Mount & Blade II: Bannerlord;2022-10-25;https://media.rawg.io/media/games/0aa/0aa81c3f82acec65b44e854352522cd6.jpg;Strategy, Action, RPG, Simulation
PlayStation 5;mount-blade-ii-bannerlord;Mount & Blade II: Bannerlord;2022-10-25;https://media.rawg.io/media/games/0aa/0aa81c3f82acec65b44e854352522cd6.jpg;Strategy, Action, RPG, Simulation
Xbox One;mount-blade-ii-bannerlord;Mount & Blade II: Bannerlord;2022-10-25;https://media.rawg.io/media/games/0aa/0aa81c3f82acec65b44e854352522cd6.jpg;Strategy, Action, RPG, Simulation
PlayStation 4;mount-blade-ii-bannerlord;Mount & Blade II: Bannerlord;2022-10-25;https://media.rawg.io/media/games/0aa/0aa81c3f82acec65b44e854352522cd6.jpg;Strategy, Action, RPG, Simulation
Xbox Series S/X;mount-blade-ii-bannerlord;Mount & Blade II: Bannerlord;2022-10-25;https://media.rawg.io/media/games/0aa/0aa81c3f82acec65b44e854352522cd6.jpg;Strategy, Action, RPG, Simulation
PC;the-stanley-parable-ultra-deluxe;The Stanley Parable: Ultra Deluxe;2022-04-27;https://media.rawg.io/media/games/c4e/c4e3ad247e93d3a5dc40aa215a778a9c.jpg;Casual, Indie, Adventure
PlayStation 5;the-stanley-parable-ultra-deluxe;The Stanley Parable: Ultra Deluxe;2022-04-27;https://media.rawg.io/media/games/c4e/c4e3ad247e93d3a5dc40aa215a778a9c.jpg;Casual, Indie, Adventure
Xbox One;the-stanley-parable-ultra-deluxe;The Stanley Parable: Ultra Deluxe;2022-04-27;https://media.rawg.io/media/games/c4e/c4e3ad247e93d3a5dc40aa215a778a9c.jpg;Casual, Indie, Adventure
PlayStation 4;the-stanley-parable-ultra-deluxe;The Stanley Parable: Ultra Deluxe;2022-04-27;https://media.rawg.io/media/games/c4e/c4e3ad247e93d3a5dc40aa215a778a9c.jpg;Casual, Indie, Adventure
Xbox Series S/X;the-stanley-parable-ultra-deluxe;The Stanley Parable: Ultra Deluxe;2022-04-27;https://media.rawg.io/media/games/c4e/c4e3ad247e93d3a5dc40aa215a778a9c.jpg;Casual, Indie, Adventure
Nintendo Switch;the-stanley-parable-ultra-deluxe;The Stanley Parable: Ultra Deluxe;2022-04-27;https://media.rawg.io/media/games/c4e/c4e3ad247e93d3a5dc40aa215a778a9c.jpg;Casual, Indie, Adventure
macOS;the-stanley-parable-ultra-deluxe;The Stanley Parable: Ultra Deluxe;2022-04-27;https://media.rawg.io/media/games/c4e/c4e3ad247e93d3a5dc40aa215a778a9c.jpg;Casual, Indie, Adventure
Linux;the-stanley-parable-ultra-deluxe;The Stanley Parable: Ultra Deluxe;2022-04-27;https://media.rawg.io/media/games/c4e/c4e3ad247e93d3a5dc40aa215a778a9c.jpg;Casual, Indie, Adventure
PC;call-of-the-sea;Call of the Sea;2020-12-08;https://media.rawg.io/media/games/694/694ba14510656e8787536349220cb168.jpg;Casual, Indie, Adventure, Puzzle
PlayStation 5;call-of-the-sea;Call of the Sea;2020-12-08;https://media.rawg.io/media/games/694/694ba14510656e8787536349220cb168.jpg;Casual, Indie, Adventure, Puzzle
Xbox One;call-of-the-sea;Call of the Sea;2020-12-08;https://media.rawg.io/media/games/694/694ba14510656e8787536349220cb168.jpg;Casual, Indie, Adventure, Puzzle
PlayStation 4;call-of-the-sea;Call of the Sea;2020-12-08;https://media.rawg.io/media/games/694/694ba14510656e8787536349220cb168.jpg;Casual, Indie, Adventure, Puzzle
Xbox Series S/X;call-of-the-sea;Call of the Sea;2020-12-08;https://media.rawg.io/media/games/694/694ba14510656e8787536349220cb168.jpg;Casual, Indie, Adventure, Puzzle
PC;tony-hawks-pro-skater-12;Tony Hawk's Pro Skater 1 + 2;2020-09-04;https://media.rawg.io/media/games/088/0885c48293746aad6df30735f30d0836.jpg;Arcade, Sports
PlayStation 5;tony-hawks-pro-skater-12;Tony Hawk's Pro Skater 1 + 2;2020-09-04;https://media.rawg.io/media/games/088/0885c48293746aad6df30735f30d0836.jpg;Arcade, Sports
Xbox One;tony-hawks-pro-skater-12;Tony Hawk's Pro Skater 1 + 2;2020-09-04;https://media.rawg.io/media/games/088/0885c48293746aad6df30735f30d0836.jpg;Arcade, Sports
PlayStation 4;tony-hawks-pro-skater-12;Tony Hawk's Pro Skater 1 + 2;2020-09-04;https://media.rawg.io/media/games/088/0885c48293746aad6df30735f30d0836.jpg;Arcade, Sports
Xbox Series S/X;tony-hawks-pro-skater-12;Tony Hawk's Pro Skater 1 + 2;2020-09-04;https://media.rawg.io/media/games/088/0885c48293746aad6df30735f30d0836.jpg;Arcade, Sports
Nintendo Switch;tony-hawks-pro-skater-12;Tony Hawk's Pro Skater 1 + 2;2020-09-04;https://media.rawg.io/media/games/088/0885c48293746aad6df30735f30d0836.jpg;Arcade, Sports
PC;scarlet-nexus;Scarlet Nexus;2021-06-25;https://media.rawg.io/media/games/27c/27cb94ed1763fec383fb99151580095a.jpg;Adventure, Action, RPG
PlayStation 5;scarlet-nexus;Scarlet Nexus;2021-06-25;https://media.rawg.io/media/games/27c/27cb94ed1763fec383fb99151580095a.jpg;Adventure, Action, RPG
Xbox One;scarlet-nexus;Scarlet Nexus;2021-06-25;https://media.rawg.io/media/games/27c/27cb94ed1763fec383fb99151580095a.jpg;Adventure, Action, RPG
PlayStation 4;scarlet-nexus;Scarlet Nexus;2021-06-25;https://media.rawg.io/media/games/27c/27cb94ed1763fec383fb99151580095a.jpg;Adventure, Action, RPG
Xbox Series S/X;scarlet-nexus;Scarlet Nexus;2021-06-25;https://media.rawg.io/media/games/27c/27cb94ed1763fec383fb99151580095a.jpg;Adventure, Action, RPG
PC;biomutant;Biomutant;2021-05-25;https://media.rawg.io/media/games/363/363830e5f6459ca71eb43bea8c32f688.jpg;Action, RPG
PlayStation 5;biomutant;Biomutant;2021-05-25;https://media.rawg.io/media/games/363/363830e5f6459ca71eb43bea8c32f688.jpg;Action, RPG
Xbox One;biomutant;Biomutant;2021-05-25;https://media.rawg.io/media/games/363/363830e5f6459ca71eb43bea8c32f688.jpg;Action, RPG
PlayStation 4;biomutant;Biomutant;2021-05-25;https://media.rawg.io/media/games/363/363830e5f6459ca71eb43bea8c32f688.jpg;Action, RPG
Xbox Series S/X;biomutant;Biomutant;2021-05-25;https://media.rawg.io/media/games/363/363830e5f6459ca71eb43bea8c32f688.jpg;Action, RPG
Nintendo Switch;biomutant;Biomutant;2021-05-25;https://media.rawg.io/media/games/363/363830e5f6459ca71eb43bea8c32f688.jpg;Action, RPG
PC;outward;Outward Definitive Edition;2019-03-25;https://media.rawg.io/media/games/f7e/f7e1219e49e1e77cf1365841d2947656.jpg;Adventure, Action
PlayStation 5;outward;Outward Definitive Edition;2019-03-25;https://media.rawg.io/media/games/f7e/f7e1219e49e1e77cf1365841d2947656.jpg;Adventure, Action
