platform;slug;name;released;background_image;genre
NES;dragons-lair;Dragon's Lair;1983-06-19;https://media.rawg.io/media/screenshots/b45/b452e9b20e969a64d0088ae467d1dcab.jpg;Action
Classic Macintosh;dragons-lair;Dragon's Lair;1983-06-19;https://media.rawg.io/media/screenshots/b45/b452e9b20e969a64d0088ae467d1dcab.jpg;Action
Commodore / Amiga;dragons-lair;Dragon's Lair;1983-06-19;https://media.rawg.io/media/screenshots/b45/b452e9b20e969a64d0088ae467d1dcab.jpg;Action
SEGA CD;dragons-lair;Dragon's Lair;1983-06-19;https://media.rawg.io/media/screenshots/b45/b452e9b20e969a64d0088ae467d1dcab.jpg;Action
3DO;dragons-lair;Dragon's Lair;1983-06-19;https://media.rawg.io/media/screenshots/b45/b452e9b20e969a64d0088ae467d1dcab.jpg;Action
Jaguar;dragons-lair;Dragon's Lair;1983-06-19;https://media.rawg.io/media/screenshots/b45/b452e9b20e969a64d0088ae467d1dcab.jpg;Action
Nintendo DS;mario-vs-donkey-kong-minis-march-again;Mario vs. Donkey Kong: Minis March Again!;2009-06-08;https://media.rawg.io/media/screenshots/839/83966aa2b255074e29d16d87b5d1e50f.jpg;Strategy, Puzzle
Nintendo DSi;mario-vs-donkey-kong-minis-march-again;Mario vs. Donkey Kong: Minis March Again!;2009-06-08;https://media.rawg.io/media/screenshots/839/83966aa2b255074e29d16d87b5d1e50f.jpg;Strategy, Puzzle
PC;space-ace-1984;Space Ace (1984);1984-01-01;https://media.rawg.io/media/screenshots/7ae/7aef202b534d3feac638856cd1e8925b.jpg;
iOS;space-ace-1984;Space Ace (1984);1984-01-01;https://media.rawg.io/media/screenshots/7ae/7aef202b534d3feac638856cd1e8925b.jpg;
Android;space-ace-1984;Space Ace (1984);1984-01-01;https://media.rawg.io/media/screenshots/7ae/7aef202b534d3feac638856cd1e8925b.jpg;
Nintendo DSi;space-ace-1984;Space Ace (1984);1984-01-01;https://media.rawg.io/media/screenshots/7ae/7aef202b534d3feac638856cd1e8925b.jpg;
SNES;space-ace-1984;Space Ace (1984);1984-01-01;https://media.rawg.io/media/screenshots/7ae/7aef202b534d3feac638856cd1e8925b.jpg;
Classic Macintosh;space-ace-1984;Space Ace (1984);1984-01-01;https://media.rawg.io/media/screenshots/7ae/7aef202b534d3feac638856cd1e8925b.jpg;
Commodore / Amiga;space-ace-1984;Space Ace (1984);1984-01-01;https://media.rawg.io/media/screenshots/7ae/7aef202b534d3feac638856cd1e8925b.jpg;
Atari ST;space-ace-1984;Space Ace (1984);1984-01-01;https://media.rawg.io/media/screenshots/7ae/7aef202b534d3feac638856cd1e8925b.jpg;
SEGA CD;space-ace-1984;Space Ace (1984);1984-01-01;https://media.rawg.io/media/screenshots/7ae/7aef202b534d3feac638856cd1e8925b.jpg;
3DO;space-ace-1984;Space Ace (1984);1984-01-01;https://media.rawg.io/media/screenshots/7ae/7aef202b534d3feac638856cd1e8925b.jpg;
Jaguar;space-ace-1984;Space Ace (1984);1984-01-01;https://media.rawg.io/media/screenshots/7ae/7aef202b534d3feac638856cd1e8925b.jpg;
PC;call-of-duty-black-ops-escalation;Call of Duty: Black Ops - Escalation;2011-05-03;https://media.rawg.io/media/screenshots/49c/49c1813da3c18e50af8e55b1623e6687.jpg;Shooter, Action
Nintendo DSi;call-of-duty-black-ops-escalation;Call of Duty: Black Ops - Escalation;2011-05-03;https://media.rawg.io/media/screenshots/49c/49c1813da3c18e50af8e55b1623e6687.jpg;Shooter, Action
PlayStation 3;call-of-duty-black-ops-escalation;Call of Duty: Black Ops - Escalation;2011-05-03;https://media.rawg.io/media/screenshots/49c/49c1813da3c18e50af8e55b1623e6687.jpg;Shooter, Action
PC;bookworm;Bookworm;2003-02-25;https://media.rawg.io/media/screenshots/d46/d465c312e9699a20cd7498de3d5fbfef.jpg;Casual, Indie, Puzzle
iOS;bookworm;Bookworm;2003-02-25;https://media.rawg.io/media/screenshots/d46/d465c312e9699a20cd7498de3d5fbfef.jpg;Casual, Indie, Puzzle
Nintendo DS;bookworm;Bookworm;2003-02-25;https://media.rawg.io/media/screenshots/d46/d465c312e9699a20cd7498de3d5fbfef.jpg;Casual, Indie, Puzzle
Nintendo DSi;bookworm;Bookworm;2003-02-25;https://media.rawg.io/media/screenshots/d46/d465c312e9699a20cd7498de3d5fbfef.jpg;Casual, Indie, Puzzle
Game Boy Advance;bookworm;Bookworm;2003-02-25;https://media.rawg.io/media/screenshots/d46/d465c312e9699a20cd7498de3d5fbfef.jpg;Casual, Indie, Puzzle
Classic Macintosh;bookworm;Bookworm;2003-02-25;https://media.rawg.io/media/screenshots/d46/d465c312e9699a20cd7498de3d5fbfef.jpg;Casual, Indie, Puzzle
PC;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
PlayStation 5;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
Xbox One;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
PlayStation 4;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
Xbox Series S/X;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
Nintendo Switch;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
iOS;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
Android;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
Nintendo 3DS;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
Nintendo DS;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
Nintendo DSi;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
macOS;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
Linux;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
Xbox 360;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
Xbox;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
PlayStation 3;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
PlayStation 2;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
PS Vita;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
PSP;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
Wii U;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
Wii;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
GameCube;retroarch;RetroArch;2010-05-26;https://media.rawg.io/media/screenshots/b95/b9539e51114a60d1e2d110d86261e2cc.jpg;Simulation
Nintendo DS;the-penguins-of-madagascar;The Penguins Of Madagascar;2010-11-02;https://media.rawg.io/media/screenshots/f47/f4742800ec0af0c38e646cd8b1e07a1e.jpg;Platformer, Action
Nintendo DSi;the-penguins-of-madagascar;The Penguins Of Madagascar;2010-11-02;https://media.rawg.io/media/screenshots/f47/f4742800ec0af0c38e646cd8b1e07a1e.jpg;Platformer, Action
iOS;prehistorik-man-1995;Prehistorik Man (1995);1995-06-23;https://media.rawg.io/media/screenshots/ef7/ef7afb501d2affd339c6839675123714.jpg;
Android;prehistorik-man-1995;Prehistorik Man (1995);1995-06-23;https://media.rawg.io/media/screenshots/ef7/ef7afb501d2affd339c6839675123714.jpg;
Nintendo DSi;prehistorik-man-1995;Prehistorik Man (1995);1995-06-23;https://media.rawg.io/media/screenshots/ef7/ef7afb501d2affd339c6839675123714.jpg;
Game Boy Advance;prehistorik-man-1995;Prehistorik Man (1995);1995-06-23;https://media.rawg.io/media/screenshots/ef7/ef7afb501d2affd339c6839675123714.jpg;
SNES;prehistorik-man-1995;Prehistorik Man (1995);1995-06-23;https://media.rawg.io/media/screenshots/ef7/ef7afb501d2affd339c6839675123714.jpg;
Nintendo DS;art-style-pictobits;Art Style: PiCTOBiTS;2009-05-18;https://media.rawg.io/media/screenshots/937/9377afd6d280a4e40f1fbece0ba2dced.jpg;Casual, Puzzle
Nintendo DSi;art-style-pictobits;Art Style: PiCTOBiTS;2009-05-18;https://media.rawg.io/media/screenshots/937/9377afd6d280a4e40f1fbece0ba2dced.jpg;Casual, Puzzle
Nintendo 3DS;the-legend-of-zelda-four-swords-anniversary-editio;The Legend Of Zelda: Four Swords Anniversary Edition;2011-09-28;https://media.rawg.io/media/screenshots/55f/55fc7d6537ca27f8c00b90654e50333d.jpg;Adventure, Puzzle
Nintendo DSi;the-legend-of-zelda-four-swords-anniversary-editio;The Legend Of Zelda: Four Swords Anniversary Edition;2011-09-28;https://media.rawg.io/media/screenshots/55f/55fc7d6537ca27f8c00b90654e50333d.jpg;Adventure, Puzzle
Nintendo DS;42-all-time-classics;42 All Time Classics;2006-09-29;https://media.rawg.io/media/screenshots/79b/79bad0c15f5bc1469b82da67c1e20dc1.jpg;Casual, Board Games
Nintendo DSi;42-all-time-classics;42 All Time Classics;2006-09-29;https://media.rawg.io/media/screenshots/79b/79bad0c15f5bc1469b82da67c1e20dc1.jpg;Casual, Board Games
Nintendo DS;art-style-boxlife;Art Style: BOXLIFE;2009-06-22;https://media.rawg.io/media/screenshots/8e5/8e58b15d8e2c984e3026be58df425db2.jpg;Casual, Action, Puzzle
Nintendo DSi;art-style-boxlife;Art Style: BOXLIFE;2009-06-22;https://media.rawg.io/media/screenshots/8e5/8e58b15d8e2c984e3026be58df425db2.jpg;Casual, Action, Puzzle
Nintendo DS;starship-defense;Starship Defense;2009-12-17;https://media.rawg.io/media/screenshots/f2e/f2e07a934b49e31c7d9e96aa45bb0069.jpg;Strategy, Puzzle
Nintendo DSi;starship-defense;Starship Defense;2009-12-17;https://media.rawg.io/media/screenshots/f2e/f2e07a934b49e31c7d9e96aa45bb0069.jpg;Strategy, Puzzle
Nintendo DS;art-style-precipice;Art Style: precipice;2009-08-03;https://media.rawg.io/media/screenshots/e78/e78a1c8a66f0fdd209096b1dd87d5efc.jpg;Casual, Action, Puzzle
Nintendo DSi;art-style-precipice;Art Style: precipice;2009-08-03;https://media.rawg.io/media/screenshots/e78/e78a1c8a66f0fdd209096b1dd87d5efc.jpg;Casual, Action, Puzzle
Nintendo DS;art-style-base-10;Art Style: BASE 10;2009-07-06;https://media.rawg.io/media/screenshots/214/214244246ec66dc4ec5af091c6e10cc7.jpg;Casual, Action, Puzzle
Nintendo DSi;art-style-base-10;Art Style: BASE 10;2009-07-06;https://media.rawg.io/media/screenshots/214/214244246ec66dc4ec5af091c6e10cc7.jpg;Casual, Action, Puzzle
Nintendo DS;art-style-aquia;Art Style: AQUIA;2009-04-05;https://media.rawg.io/media/screenshots/2f8/2f86734cabe1215b7254e471bc5f21b4.jpg;Casual, Puzzle
Nintendo DSi;art-style-aquia;Art Style: AQUIA;2009-04-05;https://media.rawg.io/media/screenshots/2f8/2f86734cabe1215b7254e471bc5f21b4.jpg;Casual, Puzzle
Nintendo DS;art-style-zengage;Art Style: Zengage;2009-07-20;https://media.rawg.io/media/screenshots/85b/85bfc00b985766776e4de9073f1adfba.jpg;Casual, Action, Puzzle
Nintendo DSi;art-style-zengage;Art Style: Zengage;2009-07-20;https://media.rawg.io/media/screenshots/85b/85bfc00b985766776e4de9073f1adfba.jpg;Casual, Action, Puzzle
Nintendo DSi;paper-plane-dsiware;Paper plane (DsiWare);2009-04-03;;Casual
Nintendo DS;art-style-digidrive;Art Style: DIGIDRIVE;2009-11-16;https://media.rawg.io/media/screenshots/01d/01d89086babcb45b9b42aa1c33409646.jpg;Casual, Puzzle
Nintendo DSi;art-style-digidrive;Art Style: DIGIDRIVE;2009-11-16;https://media.rawg.io/media/screenshots/01d/01d89086babcb45b9b42aa1c33409646.jpg;Casual, Puzzle
Nintendo DS;rayman-raving-rabbids-ds;Rayman Raving Rabbids DS;2007-03-06;https://media.rawg.io/media/screenshots/bec/bec796ad3888a2bc643dd81504d01718.jpg;Platformer
Nintendo DSi;rayman-raving-rabbids-ds;Rayman Raving Rabbids DS;2007-03-06;https://media.rawg.io/media/screenshots/bec/bec796ad3888a2bc643dd81504d01718.jpg;Platformer
Nintendo DS;globulos-party;Globulos Party;2010-03-01;https://media.rawg.io/media/screenshots/210/21044b58ba6254de0ec641214ff4d5e5.jpg;Casual, Family, Puzzle, Sports
Nintendo DSi;globulos-party;Globulos Party;2010-03-01;https://media.rawg.io/media/screenshots/210/21044b58ba6254de0ec641214ff4d5e5.jpg;Casual, Family, Puzzle, Sports
Nintendo 3DS;sprung-a-game-where-everyone-scores;Sprung - A Game Where Everyone Scores;2004-12-08;;Adventure, Simulation
Nintendo DS;sprung-a-game-where-everyone-scores;Sprung - A Game Where Everyone Scores;2004-12-08;;Adventure, Simulation
Nintendo DSi;sprung-a-game-where-everyone-scores;Sprung - A Game Where Everyone Scores;2004-12-08;;Adventure, Simulation
Nintendo 3DS;spotto;Spotto!;2009-11-25;https://media.rawg.io/media/screenshots/7ef/7ef3659a94a5366480256b6616164569.jpg;Strategy, Puzzle
Nintendo DS;spotto;Spotto!;2009-11-25;https://media.rawg.io/media/screenshots/7ef/7ef3659a94a5366480256b6616164569.jpg;Strategy, Puzzle
Nintendo DSi;spotto;Spotto!;2009-11-25;https://media.rawg.io/media/screenshots/7ef/7ef3659a94a5366480256b6616164569.jpg;Strategy, Puzzle
Nintendo 3DS;sleep-clock-record-and-analyse-your-sleep-patterns;Sleep Clock: Record and Analyse Your Sleep Patterns;2010-10-28;https://media.rawg.io/media/screenshots/862/862fdf397a67fea63cd6999f991ab6bf.jpg;Casual
Nintendo DSi;sleep-clock-record-and-analyse-your-sleep-patterns;Sleep Clock: Record and Analyse Your Sleep Patterns;2010-10-28;https://media.rawg.io/media/screenshots/862/862fdf397a67fea63cd6999f991ab6bf.jpg;Casual
Nintendo DSi;california-super-sports;California Super Sports;2013-05-16;https://media.rawg.io/media/screenshots/6a2/6a227b5eef9ce61b15e969134e98ec8d.jpg;
Nintendo 3DS;puzzler-brain-games;Puzzler Brain Games;2013-03-29;https://media.rawg.io/media/screenshots/bc2/bc2d982c5f6cbe6608d25a9d38ec00f4.jpg;
Nintendo DSi;puzzler-brain-games;Puzzler Brain Games;2013-03-29;https://media.rawg.io/media/screenshots/bc2/bc2d982c5f6cbe6608d25a9d38ec00f4.jpg;
Nintendo DSi;sokomania-2-cool-job;Sokomania 2: Cool Job;2014-05-08;https://media.rawg.io/media/screenshots/05b/05b5c119b660422684d21c88d945fb6c.jpg;
iOS;pucca-noodle-rush;Pucca Noodle Rush;2011-02-03;https://media.rawg.io/media/screenshots/78a/78a10504385b83fe82be4ffeb331e5b7.jpg;Family, Action
Nintendo DSi;pucca-noodle-rush;Pucca Noodle Rush;2011-02-03;https://media.rawg.io/media/screenshots/78a/78a10504385b83fe82be4ffeb331e5b7.jpg;Family, Action
Nintendo 3DS;bugsnballs;Bugs'N'Balls;2011-09-29;https://media.rawg.io/media/screenshots/777/777d73215d62cf593d5f7bccd9f8cd0f.jpg;Strategy, Sports
Nintendo DS;bugsnballs;Bugs'N'Balls;2011-09-29;https://media.rawg.io/media/screenshots/777/777d73215d62cf593d5f7bccd9f8cd0f.jpg;Strategy, Sports
Nintendo DSi;bugsnballs;Bugs'N'Balls;2011-09-29;https://media.rawg.io/media/screenshots/777/777d73215d62cf593d5f7bccd9f8cd0f.jpg;Strategy, Sports
Nintendo 3DS;puzzler-world-2013;Puzzler World 2013;2013-04-23;https://media.rawg.io/media/screenshots/9ed/9ed1f43254303ce50af7517b697a7cb3.jpg;
Nintendo DSi;puzzler-world-2013;Puzzler World 2013;2013-04-23;https://media.rawg.io/media/screenshots/9ed/9ed1f43254303ce50af7517b697a7cb3.jpg;
Nintendo DSi;publisher-dream;Publisher Dream;2013-05-02;https://media.rawg.io/media/screenshots/079/07930cb37a3db36f06d7cc3ccc7a8a62.jpg;
PC;flipper;Flipper;2010-02-22;https://media.rawg.io/media/screenshots/6fe/6fe3c3d8be1b15905d77417fcd0ba7a1.jpg;Puzzle
Nintendo DS;flipper;Flipper;2010-02-22;https://media.rawg.io/media/screenshots/6fe/6fe3c3d8be1b15905d77417fcd0ba7a1.jpg;Puzzle
Nintendo DSi;flipper;Flipper;2010-02-22;https://media.rawg.io/media/screenshots/6fe/6fe3c3d8be1b15905d77417fcd0ba7a1.jpg;Puzzle
Nintendo DSi;armageddon-operation-dragon;Armageddon Operation Dragon;2013-05-02;https://media.rawg.io/media/screenshots/20b/20b6b2014e7ec253be20c15abffb0b7e.jpg;
