platform;slug;name;released;background_image;genre
PlayStation 4;the-elder-scrolls-v-skyrim;The Elder Scrolls V: Skyrim;2011-11-11;https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg;Action, RPG
Xbox Series S/X;the-elder-scrolls-v-skyrim;The Elder Scrolls V: Skyrim;2011-11-11;https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg;Action, RPG
Nintendo Switch;the-elder-scrolls-v-skyrim;The Elder Scrolls V: Skyrim;2011-11-11;https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg;Action, RPG
Xbox 360;the-elder-scrolls-v-skyrim;The Elder Scrolls V: Skyrim;2011-11-11;https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg;Action, RPG
PlayStation 3;the-elder-scrolls-v-skyrim;The Elder Scrolls V: Skyrim;2011-11-11;https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg;Action, RPG
PC;bioshock-infinite;BioShock Infinite;2013-03-26;https://media.rawg.io/media/games/fc1/fc1307a2774506b5bd65d7e8424664a7.jpg;Shooter, Action
Xbox One;bioshock-infinite;BioShock Infinite;2013-03-26;https://media.rawg.io/media/games/fc1/fc1307a2774506b5bd65d7e8424664a7.jpg;Shooter, Action
PlayStation 4;bioshock-infinite;BioShock Infinite;2013-03-26;https://media.rawg.io/media/games/fc1/fc1307a2774506b5bd65d7e8424664a7.jpg;Shooter, Action
Nintendo Switch;bioshock-infinite;BioShock Infinite;2013-03-26;https://media.rawg.io/media/games/fc1/fc1307a2774506b5bd65d7e8424664a7.jpg;Shooter, Action
Linux;bioshock-infinite;BioShock Infinite;2013-03-26;https://media.rawg.io/media/games/fc1/fc1307a2774506b5bd65d7e8424664a7.jpg;Shooter, Action
Xbox 360;bioshock-infinite;BioShock Infinite;2013-03-26;https://media.rawg.io/media/games/fc1/fc1307a2774506b5bd65d7e8424664a7.jpg;Shooter, Action
PlayStation 3;bioshock-infinite;BioShock Infinite;2013-03-26;https://media.rawg.io/media/games/fc1/fc1307a2774506b5bd65d7e8424664a7.jpg;Shooter, Action
PC;limbo;Limbo;2010-07-21;https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg;Platformer, Indie, Action, Puzzle
Xbox One;limbo;Limbo;2010-07-21;https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg;Platformer, Indie, Action, Puzzle
PlayStation 4;limbo;Limbo;2010-07-21;https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg;Platformer, Indie, Action, Puzzle
Nintendo Switch;limbo;Limbo;2010-07-21;https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg;Platformer, Indie, Action, Puzzle
iOS;limbo;Limbo;2010-07-21;https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg;Platformer, Indie, Action, Puzzle
Android;limbo;Limbo;2010-07-21;https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg;Platformer, Indie, Action, Puzzle
macOS;limbo;Limbo;2010-07-21;https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg;Platformer, Indie, Action, Puzzle
Linux;limbo;Limbo;2010-07-21;https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg;Platformer, Indie, Action, Puzzle
Xbox 360;limbo;Limbo;2010-07-21;https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg;Platformer, Indie, Action, Puzzle
PlayStation 3;limbo;Limbo;2010-07-21;https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg;Platformer, Indie, Action, Puzzle
PS Vita;limbo;Limbo;2010-07-21;https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg;Platformer, Indie, Action, Puzzle
PC;doom;DOOM (2016);2016-05-13;https://media.rawg.io/media/games/587/587588c64afbff80e6f444eb2e46f9da.jpg;Shooter, Action
Xbox One;doom;DOOM (2016);2016-05-13;https://media.rawg.io/media/games/587/587588c64afbff80e6f444eb2e46f9da.jpg;Shooter, Action
PlayStation 4;doom;DOOM (2016);2016-05-13;https://media.rawg.io/media/games/587/587588c64afbff80e6f444eb2e46f9da.jpg;Shooter, Action
Nintendo Switch;doom;DOOM (2016);2016-05-13;https://media.rawg.io/media/games/587/587588c64afbff80e6f444eb2e46f9da.jpg;Shooter, Action
PC;terraria;Terraria;2011-05-16;https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg;Platformer, Indie, Action
Xbox One;terraria;Terraria;2011-05-16;https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg;Platformer, Indie, Action
PlayStation 4;terraria;Terraria;2011-05-16;https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg;Platformer, Indie, Action
Nintendo Switch;terraria;Terraria;2011-05-16;https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg;Platformer, Indie, Action
iOS;terraria;Terraria;2011-05-16;https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg;Platformer, Indie, Action
Android;terraria;Terraria;2011-05-16;https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg;Platformer, Indie, Action
Nintendo 3DS;terraria;Terraria;2011-05-16;https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg;Platformer, Indie, Action
macOS;terraria;Terraria;2011-05-16;https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg;Platformer, Indie, Action
Linux;terraria;Terraria;2011-05-16;https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg;Platformer, Indie, Action
Xbox 360;terraria;Terraria;2011-05-16;https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg;Platformer, Indie, Action
PlayStation 3;terraria;Terraria;2011-05-16;https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg;Platformer, Indie, Action
PS Vita;terraria;Terraria;2011-05-16;https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg;Platformer, Indie, Action
Wii U;terraria;Terraria;2011-05-16;https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg;Platformer, Indie, Action
PC;warframe;Warframe;2013-03-25;https://media.rawg.io/media/games/f87/f87457e8347484033cb34cde6101d08d.jpg;Shooter, Massively Multiplayer, Action, RPG
PlayStation 5;warframe;Warframe;2013-03-25;https://media.rawg.io/media/games/f87/f87457e8347484033cb34cde6101d08d.jpg;Shooter, Massively Multiplayer, Action, RPG
Xbox One;warframe;Warframe;2013-03-25;https://media.rawg.io/media/games/f87/f87457e8347484033cb34cde6101d08d.jpg;Shooter, Massively Multiplayer, Action, RPG
PlayStation 4;warframe;Warframe;2013-03-25;https://media.rawg.io/media/games/f87/f87457e8347484033cb34cde6101d08d.jpg;Shooter, Massively Multiplayer, Action, RPG
Xbox Series S/X;warframe;Warframe;2013-03-25;https://media.rawg.io/media/games/f87/f87457e8347484033cb34cde6101d08d.jpg;Shooter, Massively Multiplayer, Action, RPG
Nintendo Switch;warframe;Warframe;2013-03-25;https://media.rawg.io/media/games/f87/f87457e8347484033cb34cde6101d08d.jpg;Shooter, Massively Multiplayer, Action, RPG
iOS;warframe;Warframe;2013-03-25;https://media.rawg.io/media/games/f87/f87457e8347484033cb34cde6101d08d.jpg;Shooter, Massively Multiplayer, Action, RPG
PC;rocket-league;Rocket League;2015-07-07;https://media.rawg.io/media/games/8cc/8cce7c0e99dcc43d66c8efd42f9d03e3.jpg;Racing, Indie, Sports
Xbox One;rocket-league;Rocket League;2015-07-07;https://media.rawg.io/media/games/8cc/8cce7c0e99dcc43d66c8efd42f9d03e3.jpg;Racing, Indie, Sports
PlayStation 4;rocket-league;Rocket League;2015-07-07;https://media.rawg.io/media/games/8cc/8cce7c0e99dcc43d66c8efd42f9d03e3.jpg;Racing, Indie, Sports
Nintendo Switch;rocket-league;Rocket League;2015-07-07;https://media.rawg.io/media/games/8cc/8cce7c0e99dcc43d66c8efd42f9d03e3.jpg;Racing, Indie, Sports
macOS;rocket-league;Rocket League;2015-07-07;https://media.rawg.io/media/games/8cc/8cce7c0e99dcc43d66c8efd42f9d03e3.jpg;Racing, Indie, Sports
Linux;rocket-league;Rocket League;2015-07-07;https://media.rawg.io/media/games/8cc/8cce7c0e99dcc43d66c8efd42f9d03e3.jpg;Racing, Indie, Sports
PC;batman-arkham-knight;Batman: Arkham Knight;2015-06-23;https://media.rawg.io/media/games/310/3106b0e012271c5ffb16497b070be739.jpg;Action
Xbox One;batman-arkham-knight;Batman: Arkham Knight;2015-06-23;https://media.rawg.io/media/games/310/3106b0e012271c5ffb16497b070be739.jpg;Action
PlayStation 4;batman-arkham-knight;Batman: Arkham Knight;2015-06-23;https://media.rawg.io/media/games/310/3106b0e012271c5ffb16497b070be739.jpg;Action
Nintendo Switch;batman-arkham-knight;Batman: Arkham Knight;2015-06-23;https://media.rawg.io/media/games/310/3106b0e012271c5ffb16497b070be739.jpg;Action
PC;apex-legends;Apex Legends;2019-02-04;https://media.rawg.io/media/games/737/737ea5662211d2e0bbd6f5989189e4f1.jpg;Shooter, Action
Xbox One;apex-legends;Apex Legends;2019-02-04;https://media.rawg.io/media/games/737/737ea5662211d2e0bbd6f5989189e4f1.jpg;Shooter, Action
PlayStation 4;apex-legends;Apex Legends;2019-02-04;https://media.rawg.io/media/games/737/737ea5662211d2e0bbd6f5989189e4f1.jpg;Shooter, Action
Nintendo Switch;apex-legends;Apex Legends;2019-02-04;https://media.rawg.io/media/games/737/737ea5662211d2e0bbd6f5989189e4f1.jpg;Shooter, Action
macOS;apex-legends;Apex Legends;2019-02-04;https://media.rawg.io/media/games/737/737ea5662211d2e0bbd6f5989189e4f1.jpg;Shooter, Action
PC;the-walking-dead;The Walking Dead: Season 1;2012-04-23;https://media.rawg.io/media/games/8d6/8d69eb6c32ed6acfd75f82d532144993.jpg;Adventure, Action
PlayStation 4;the-walking-dead;The Walking Dead: Season 1;2012-04-23;https://media.rawg.io/media/games/8d6/8d69eb6c32ed6acfd75f82d532144993.jpg;Adventure, Action
Xbox One;the-walking-dead;The Walking Dead: Season 1;2012-04-23;https://media.rawg.io/media/games/8d6/8d69eb6c32ed6acfd75f82d532144993.jpg;Adventure, Action
Nintendo Switch;the-walking-dead;The Walking Dead: Season 1;2012-04-23;https://media.rawg.io/media/games/8d6/8d69eb6c32ed6acfd75f82d532144993.jpg;Adventure, Action
iOS;the-walking-dead;The Walking Dead: Season 1;2012-04-23;https://media.rawg.io/media/games/8d6/8d69eb6c32ed6acfd75f82d532144993.jpg;Adventure, Action
Android;the-walking-dead;The Walking Dead: Season 1;2012-04-23;https://media.rawg.io/media/games/8d6/8d69eb6c32ed6acfd75f82d532144993.jpg;Adventure, Action
macOS;the-walking-dead;The Walking Dead: Season 1;2012-04-23;https://media.rawg.io/media/games/8d6/8d69eb6c32ed6acfd75f82d532144993.jpg;Adventure, Action
Xbox 360;the-walking-dead;The Walking Dead: Season 1;2012-04-23;https://media.rawg.io/media/games/8d6/8d69eb6c32ed6acfd75f82d532144993.jpg;Adventure, Action
PlayStation 3;the-walking-dead;The Walking Dead: Season 1;2012-04-23;https://media.rawg.io/media/games/8d6/8d69eb6c32ed6acfd75f82d532144993.jpg;Adventure, Action
PS Vita;the-walking-dead;The Walking Dead: Season 1;2012-04-23;https://media.rawg.io/media/games/8d6/8d69eb6c32ed6acfd75f82d532144993.jpg;Adventure, Action
PC;hollow-knight;Hollow Knight;2017-02-23;https://media.rawg.io/media/games/4cf/4cfc6b7f1850590a4634b08bfab308ab.jpg;Platformer, Indie, Action
Xbox One;hollow-knight;Hollow Knight;2017-02-23;https://media.rawg.io/media/games/4cf/4cfc6b7f1850590a4634b08bfab308ab.jpg;Platformer, Indie, Action
PlayStation 4;hollow-knight;Hollow Knight;2017-02-23;https://media.rawg.io/media/games/4cf/4cfc6b7f1850590a4634b08bfab308ab.jpg;Platformer, Indie, Action
Nintendo Switch;hollow-knight;Hollow Knight;2017-02-23;https://media.rawg.io/media/games/4cf/4cfc6b7f1850590a4634b08bfab308ab.jpg;Platformer, Indie, Action
macOS;hollow-knight;Hollow Knight;2017-02-23;https://media.rawg.io/media/games/4cf/4cfc6b7f1850590a4634b08bfab308ab.jpg;Platformer, Indie, Action
Linux;hollow-knight;Hollow Knight;2017-02-23;https://media.rawg.io/media/games/4cf/4cfc6b7f1850590a4634b08bfab308ab.jpg;Platformer, Indie, Action
PC;little-nightmares;Little Nightmares;2017-04-27;https://media.rawg.io/media/games/8a0/8a02f84a5916ede2f923b88d5f8217ba.jpg;Platformer, Adventure, Action
Xbox One;little-nightmares;Little Nightmares;2017-04-27;https://media.rawg.io/media/games/8a0/8a02f84a5916ede2f923b88d5f8217ba.jpg;Platformer, Adventure, Action
PlayStation 4;little-nightmares;Little Nightmares;2017-04-27;https://media.rawg.io/media/games/8a0/8a02f84a5916ede2f923b88d5f8217ba.jpg;Platformer, Adventure, Action
Nintendo Switch;little-nightmares;Little Nightmares;2017-04-27;https://media.rawg.io/media/games/8a0/8a02f84a5916ede2f923b88d5f8217ba.jpg;Platformer, Adventure, Action
iOS;little-nightmares;Little Nightmares;2017-04-27;https://media.rawg.io/media/games/8a0/8a02f84a5916ede2f923b88d5f8217ba.jpg;Platformer, Adventure, Action
PC;bioshock-2;BioShock 2;2010-02-09;https://media.rawg.io/media/games/157/15742f2f67eacff546738e1ab5c19d20.jpg;Shooter, Action
Xbox One;bioshock-2;BioShock 2;2010-02-09;https://media.rawg.io/media/games/157/15742f2f67eacff546738e1ab5c19d20.jpg;Shooter, Action
PlayStation 4;bioshock-2;BioShock 2;2010-02-09;https://media.rawg.io/media/games/157/15742f2f67eacff546738e1ab5c19d20.jpg;Shooter, Action
Nintendo Switch;bioshock-2;BioShock 2;2010-02-09;https://media.rawg.io/media/games/157/15742f2f67eacff546738e1ab5c19d20.jpg;Shooter, Action
macOS;bioshock-2;BioShock 2;2010-02-09;https://media.rawg.io/media/games/157/15742f2f67eacff546738e1ab5c19d20.jpg;Shooter, Action
Xbox 360;bioshock-2;BioShock 2;2010-02-09;https://media.rawg.io/media/games/157/15742f2f67eacff546738e1ab5c19d20.jpg;Shooter, Action
PlayStation 3;bioshock-2;BioShock 2;2010-02-09;https://media.rawg.io/media/games/157/15742f2f67eacff546738e1ab5c19d20.jpg;Shooter, Action
PC;hotline-miami;Hotline Miami;2012-10-22;https://media.rawg.io/media/games/9fa/9fa63622543e5d4f6d99aa9d73b043de.jpg;Indie, Shooter, Arcade, Action
Xbox One;hotline-miami;Hotline Miami;2012-10-22;https://media.rawg.io/media/games/9fa/9fa63622543e5d4f6d99aa9d73b043de.jpg;Indie, Shooter, Arcade, Action
PlayStation 4;hotline-miami;Hotline Miami;2012-10-22;https://media.rawg.io/media/games/9fa/9fa63622543e5d4f6d99aa9d73b043de.jpg;Indie, Shooter, Arcade, Action
Nintendo Switch;hotline-miami;Hotline Miami;2012-10-22;https://media.rawg.io/media/games/9fa/9fa63622543e5d4f6d99aa9d73b043de.jpg;Indie, Shooter, Arcade, Action
Linux;hotline-miami;Hotline Miami;2012-10-22;https://media.rawg.io/media/games/9fa/9fa63622543e5d4f6d99aa9d73b043de.jpg;Indie, Shooter, Arcade, Action
PS Vita;hotline-miami;Hotline Miami;2012-10-22;https://media.rawg.io/media/games/9fa/9fa63622543e5d4f6d99aa9d73b043de.jpg;Indie, Shooter, Arcade, Action
PC;outlast;Outlast;2013-09-03;https://media.rawg.io/media/games/9dd/9ddabb34840ea9227556670606cf8ea3.jpg;Indie, Action
Xbox One;outlast;Outlast;2013-09-03;https://media.rawg.io/media/games/9dd/9ddabb34840ea9227556670606cf8ea3.jpg;Indie, Action
PlayStation 4;outlast;Outlast;2013-09-03;https://media.rawg.io/media/games/9dd/9ddabb34840ea9227556670606cf8ea3.jpg;Indie, Action
Nintendo Switch;outlast;Outlast;2013-09-03;https://media.rawg.io/media/games/9dd/9ddabb34840ea9227556670606cf8ea3.jpg;Indie, Action
macOS;outlast;Outlast;2013-09-03;https://media.rawg.io/media/games/9dd/9ddabb34840ea9227556670606cf8ea3.jpg;Indie, Action
Linux;outlast;Outlast;2013-09-03;https://media.rawg.io/media/games/9dd/9ddabb34840ea9227556670606cf8ea3.jpg;Indie, Action
PC;bioshock-remastered;BioShock Remastered;2016-09-15;https://media.rawg.io/media/games/be0/be01c3d7d8795a45615da139322ca080.jpg;Shooter
Xbox One;bioshock-remastered;BioShock Remastered;2016-09-15;https://media.rawg.io/media/games/be0/be01c3d7d8795a45615da139322ca080.jpg;Shooter
PlayStation 4;bioshock-remastered;BioShock Remastered;2016-09-15;https://media.rawg.io/media/games/be0/be01c3d7d8795a45615da139322ca080.jpg;Shooter
Nintendo Switch;bioshock-remastered;BioShock Remastered;2016-09-15;https://media.rawg.io/media/games/be0/be01c3d7d8795a45615da139322ca080.jpg;Shooter
macOS;bioshock-remastered;BioShock Remastered;2016-09-15;https://media.rawg.io/media/games/be0/be01c3d7d8795a45615da139322ca080.jpg;Shooter
PC;stardew-valley;Stardew Valley;2016-02-25;https://media.rawg.io/media/games/713/713269608dc8f2f40f5a670a14b2de94.jpg;Indie, RPG, Simulation
Xbox One;stardew-valley;Stardew Valley;2016-02-25;https://media.rawg.io/media/games/713/713269608dc8f2f40f5a670a14b2de94.jpg;Indie, RPG, Simulation
PlayStation 4;stardew-valley;Stardew Valley;2016-02-25;https://media.rawg.io/media/games/713/713269608dc8f2f40f5a670a14b2de94.jpg;Indie, RPG, Simulation
Nintendo Switch;stardew-valley;Stardew Valley;2016-02-25;https://media.rawg.io/media/games/713/713269608dc8f2f40f5a670a14b2de94.jpg;Indie, RPG, Simulation
iOS;stardew-valley;Stardew Valley;2016-02-25;https://media.rawg.io/media/games/713/713269608dc8f2f40f5a670a14b2de94.jpg;Indie, RPG, Simulation
Android;stardew-valley;Stardew Valley;2016-02-25;https://media.rawg.io/media/games/713/713269608dc8f2f40f5a670a14b2de94.jpg;Indie, RPG, Simulation
macOS;stardew-valley;Stardew Valley;2016-02-25;https://media.rawg.io/media/games/713/713269608dc8f2f40f5a670a14b2de94.jpg;Indie, RPG, Simulation
Linux;stardew-valley;Stardew Valley;2016-02-25;https://media.rawg.io/media/games/713/713269608dc8f2f40f5a670a14b2de94.jpg;Indie, RPG, Simulation
PS Vita;stardew-valley;Stardew Valley;2016-02-25;https://media.rawg.io/media/games/713/713269608dc8f2f40f5a670a14b2de94.jpg;Indie, RPG, Simulation
PC;hellblade-senuas-sacrifice;Hellblade: Senua's Sacrifice;2017-08-07;https://media.rawg.io/media/games/63f/63f0e68688cad279ed38cde931dbfcdb.jpg;Indie, Adventure, Action
Xbox One;hellblade-senuas-sacrifice;Hellblade: Senua's Sacrifice;2017-08-07;https://media.rawg.io/media/games/63f/63f0e68688cad279ed38cde931dbfcdb.jpg;Indie, Adventure, Action
PlayStation 4;hellblade-senuas-sacrifice;Hellblade: Senua's Sacrifice;2017-08-07;https://media.rawg.io/media/games/63f/63f0e68688cad279ed38cde931dbfcdb.jpg;Indie, Adventure, Action
Nintendo Switch;hellblade-senuas-sacrifice;Hellblade: Senua's Sacrifice;2017-08-07;https://media.rawg.io/media/games/63f/63f0e68688cad279ed38cde931dbfcdb.jpg;Indie, Adventure, Action
PC;la-noire;L.A. Noire;2011-05-17;https://media.rawg.io/media/games/e2d/e2d3f396b16dded0f841c17c9799a882.jpg;Adventure, Action
Xbox One;la-noire;L.A. Noire;2011-05-17;https://media.rawg.io/media/games/e2d/e2d3f396b16dded0f841c17c9799a882.jpg;Adventure, Action
PlayStation 4;la-noire;L.A. Noire;2011-05-17;https://media.rawg.io/media/games/e2d/e2d3f396b16dded0f841c17c9799a882.jpg;Adventure, Action
Nintendo Switch;la-noire;L.A. Noire;2011-05-17;https://media.rawg.io/media/games/e2d/e2d3f396b16dded0f841c17c9799a882.jpg;Adventure, Action
Xbox 360;la-noire;L.A. Noire;2011-05-17;https://media.rawg.io/media/games/e2d/e2d3f396b16dded0f841c17c9799a882.jpg;Adventure, Action
PlayStation 3;la-noire;L.A. Noire;2011-05-17;https://media.rawg.io/media/games/e2d/e2d3f396b16dded0f841c17c9799a882.jpg;Adventure, Action
PC;super-meat-boy;Super Meat Boy;2010-10-20;https://media.rawg.io/media/games/e04/e04963f3ac4c4fa83a1dc0b9231e50db.jpg;Platformer, Indie
PlayStation 4;super-meat-boy;Super Meat Boy;2010-10-20;https://media.rawg.io/media/games/e04/e04963f3ac4c4fa83a1dc0b9231e50db.jpg;Platformer, Indie
Nintendo Switch;super-meat-boy;Super Meat Boy;2010-10-20;https://media.rawg.io/media/games/e04/e04963f3ac4c4fa83a1dc0b9231e50db.jpg;Platformer, Indie
Android;super-meat-boy;Super Meat Boy;2010-10-20;https://media.rawg.io/media/games/e04/e04963f3ac4c4fa83a1dc0b9231e50db.jpg;Platformer, Indie
macOS;super-meat-boy;Super Meat Boy;2010-10-20;https://media.rawg.io/media/games/e04/e04963f3ac4c4fa83a1dc0b9231e50db.jpg;Platformer, Indie
Linux;super-meat-boy;Super Meat Boy;2010-10-20;https://media.rawg.io/media/games/e04/e04963f3ac4c4fa83a1dc0b9231e50db.jpg;Platformer, Indie
Xbox 360;super-meat-boy;Super Meat Boy;2010-10-20;https://media.rawg.io/media/games/e04/e04963f3ac4c4fa83a1dc0b9231e50db.jpg;Platformer, Indie
PS Vita;super-meat-boy;Super Meat Boy;2010-10-20;https://media.rawg.io/media/games/e04/e04963f3ac4c4fa83a1dc0b9231e50db.jpg;Platformer, Indie
Wii U;super-meat-boy;Super Meat Boy;2010-10-20;https://media.rawg.io/media/games/e04/e04963f3ac4c4fa83a1dc0b9231e50db.jpg;Platformer, Indie
Web;super-meat-boy;Super Meat Boy;2010-10-20;https://media.rawg.io/media/games/e04/e04963f3ac4c4fa83a1dc0b9231e50db.jpg;Platformer, Indie
PC;assassins-creed-iv-black-flag;Assassin’s Creed IV: Black Flag;2013-10-29;https://media.rawg.io/media/games/849/849414b978db37d4563ff9e4b0d3a787.jpg;Action
PlayStation 4;assassins-creed-iv-black-flag;Assassin’s Creed IV: Black Flag;2013-10-29;https://media.rawg.io/media/games/849/849414b978db37d4563ff9e4b0d3a787.jpg;Action
Xbox One;assassins-creed-iv-black-flag;Assassin’s Creed IV: Black Flag;2013-10-29;https://media.rawg.io/media/games/849/849414b978db37d4563ff9e4b0d3a787.jpg;Action
Nintendo Switch;assassins-creed-iv-black-flag;Assassin’s Creed IV: Black Flag;2013-10-29;https://media.rawg.io/media/games/849/849414b978db37d4563ff9e4b0d3a787.jpg;Action
Xbox 360;assassins-creed-iv-black-flag;Assassin’s Creed IV: Black Flag;2013-10-29;https://media.rawg.io/media/games/849/849414b978db37d4563ff9e4b0d3a787.jpg;Action
PlayStation 3;assassins-creed-iv-black-flag;Assassin’s Creed IV: Black Flag;2013-10-29;https://media.rawg.io/media/games/849/849414b978db37d4563ff9e4b0d3a787.jpg;Action
Wii U;assassins-creed-iv-black-flag;Assassin’s Creed IV: Black Flag;2013-10-29;https://media.rawg.io/media/games/849/849414b978db37d4563ff9e4b0d3a787.jpg;Action
PC;metro-last-light-redux;Metro: Last Light Redux;2014-08-25;https://media.rawg.io/media/games/7a4/7a45e4cdc5b07f316d49cf147b083b27.jpg;Shooter, Action
Xbox One;metro-last-light-redux;Metro: Last Light Redux;2014-08-25;https://media.rawg.io/media/games/7a4/7a45e4cdc5b07f316d49cf147b083b27.jpg;Shooter, Action
PlayStation 4;metro-last-light-redux;Metro: Last Light Redux;2014-08-25;https://media.rawg.io/media/games/7a4/7a45e4cdc5b07f316d49cf147b083b27.jpg;Shooter, Action
Nintendo Switch;metro-last-light-redux;Metro: Last Light Redux;2014-08-25;https://media.rawg.io/media/games/7a4/7a45e4cdc5b07f316d49cf147b083b27.jpg;Shooter, Action
macOS;metro-last-light-redux;Metro: Last Light Redux;2014-08-25;https://media.rawg.io/media/games/7a4/7a45e4cdc5b07f316d49cf147b083b27.jpg;Shooter, Action
Linux;metro-last-light-redux;Metro: Last Light Redux;2014-08-25;https://media.rawg.io/media/games/7a4/7a45e4cdc5b07f316d49cf147b083b27.jpg;Shooter, Action
PC;metro-redux;Metro 2033 Redux;2014-08-25;https://media.rawg.io/media/games/4fb/4fb548e4816c84d1d70f1a228fb167cc.jpg;Shooter, Action
Xbox One;metro-redux;Metro 2033 Redux;2014-08-25;https://media.rawg.io/media/games/4fb/4fb548e4816c84d1d70f1a228fb167cc.jpg;Shooter, Action
